Vernier Format 2
ElasticoPeso.txt 3/3/2024 1:6:10
Serie 1
Tiempo	Posicion	Velocidad	Aceleracion	Posicion	Velocidad	Aceleracion	Posicion	
T	P	V	A	P	V	A	P	
s	m	m/s	m/s^2	m	m/s	m/s^2	mm	

0,97	0,0070	0,000	0,000	0,0000	0,000	0,000		
0,99	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,00	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,01	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,03	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,04	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,05	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,07	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,08	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,09	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,11	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,12	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,13	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,15	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,16	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,17	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,19	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,20	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,21	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,23	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,24	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,25	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,27	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,28	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,29	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,31	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,32	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,33	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,35	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,36	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,37	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,39	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,40	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,41	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,43	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,44	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,45	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,47	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,48	0,0070	0,000	0,000	0,0000	0,000	0,000		
1,49	0,0070	0,000	-0,004	0,0000	0,000	0,000		
1,51	0,0070	0,000	-0,035	0,0000	0,000	0,000		
1,52	0,0070	0,000	-0,182	0,0000	0,000	0,000		
1,53	0,0070	-0,002	-0,560	0,0000	0,000	0,004		
1,55	0,0070	-0,010	-1,189	0,0000	0,000	0,030		
1,56	0,0070	-0,038	-1,467	0,0000	0,000	0,152		
1,57	0,0060	-0,063	-0,838	0,0000	0,002	0,412		
1,59	0,0050	-0,065	0,091	0,0000	0,008	0,807		
1,60	0,0040	-0,048	0,217	0,0000	0,029	0,812		
1,61	0,0040	-0,048	-0,399	0,0010	0,035	0,443		
1,63	0,0030	-0,067	-0,517	0,0010	0,038	0,308		
1,64	0,0020	-0,071	-0,030	0,0020	0,040	0,473		
1,65	0,0010	-0,067	0,360	0,0020	0,046	0,964		
1,67	0,0000	-0,050	-0,022	0,0030	0,069	1,224		
1,68	0,0000	-0,056	-1,089	0,0040	0,081	1,250		
1,69	-0,0010	-0,094	-1,233	0,0050	0,104	1,116		
1,71	-0,0030	-0,102	-0,551	0,0070	0,113	0,890		
1,72	-0,0040	-0,094	-0,716	0,0080	0,121	1,146		
1,73	-0,0050	-0,115	-1,298	0,0100	0,144	1,402		
1,75	-0,0070	-0,140	-1,259	0,0120	0,158	1,636		
1,76	-0,0090	-0,150	-1,098	0,0140	0,188	1,771		
1,77	-0,0110	-0,160	-1,402	0,0170	0,215	1,285		
1,79	-0,0130	-0,188	-1,680	0,0200	0,223	0,751		
1,80	-0,0160	-0,215	-1,376	0,0230	0,227	0,747		
1,81	-0,0190	-0,225	-0,981	0,0260	0,235	1,254		
1,83	-0,0220	-0,233	-1,020	0,0290	0,263	1,619		
1,84	-0,0250	-0,254	-0,994	0,0330	0,290	1,220		
1,85	-0,0290	-0,263	-0,829	0,0370	0,298	0,560		
1,87	-0,0320	-0,271	-0,959	0,0410	0,300	0,152		
1,88	-0,0360	-0,292	-0,833	0,0450	0,300	-0,113		
1,89	-0,0400	-0,298	-0,386	0,0490	0,298	-0,378		
1,91	-0,0440	-0,300	-0,004	0,0530	0,292	-0,655		
1,92	-0,0480	-0,298	0,352	0,0570	0,273	-0,399		
1,93	-0,0520	-0,292	0,651	0,0600	0,273	0,365		
1,95	-0,0560	-0,273	0,395	0,0640	0,292	0,508		
1,96	-0,0590	-0,273	-0,395	0,0680	0,296	0,000		
1,97	-0,0630	-0,292	-0,655	0,0720	0,292	-0,512		
1,99	-0,0670	-0,298	-0,382	0,0760	0,273	-0,395		
2,00	-0,0710	-0,300	-0,148	0,0790	0,273	0,252		
2,01	-0,0750	-0,300	-0,026	0,0830	0,290	0,273		
2,03	-0,0790	-0,300	0,026	0,0870	0,290	-0,278		
2,04	-0,0830	-0,300	0,148	0,0910	0,273	-0,278		
2,05	-0,0870	-0,298	0,382	0,0940	0,273	0,278		
2,07	-0,0910	-0,292	0,660	0,0980	0,290	0,278		
2,08	-0,0950	-0,273	0,425	0,1020	0,290	-0,273		
2,09	-0,0980	-0,273	-0,247	0,1060	0,273	-0,252		
2,11	-0,1020	-0,290	-0,273	0,1090	0,273	0,395		
2,12	-0,1060	-0,290	0,273	0,1130	0,292	0,512		
2,13	-0,1100	-0,273	0,252	0,1170	0,296	0,000		
2,15	-0,1130	-0,273	-0,395	0,1210	0,292	-0,512		
2,16	-0,1170	-0,292	-0,512	0,1250	0,273	-0,395		
2,17	-0,1210	-0,296	0,000	0,1280	0,273	0,252		
2,19	-0,1250	-0,292	0,508	0,1320	0,290	0,269		
2,20	-0,1290	-0,273	0,365	0,1360	0,290	-0,304		
2,21	-0,1320	-0,273	-0,399	0,1400	0,273	-0,395		
2,23	-0,1360	-0,292	-0,655	0,1430	0,271	0,039		
2,24	-0,1400	-0,298	-0,382	0,1470	0,283	-0,026		
2,25	-0,1440	-0,300	-0,143	0,1510	0,271	-0,161		
2,27	-0,1480	-0,300	-0,000	0,1540	0,271	0,161		
2,28	-0,1520	-0,300	0,143	0,1580	0,283	0,026		
2,29	-0,1560	-0,298	0,382	0,1620	0,271	-0,039		
2,31	-0,1600	-0,292	0,655	0,1650	0,273	0,395		
2,32	-0,1640	-0,273	0,399	0,1690	0,290	0,299		
2,33	-0,1670	-0,273	-0,365	0,1730	0,290	-0,299		
2,35	-0,1710	-0,292	-0,508	0,1770	0,273	-0,395		
2,36	-0,1750	-0,296	0,004	0,1800	0,271	0,039		
2,37	-0,1790	-0,292	0,538	0,1840	0,283	-0,026		
2,39	-0,1830	-0,273	0,512	0,1880	0,271	-0,165		
2,40	-0,1860	-0,271	-0,017	0,1910	0,271	0,130		
2,41	-0,1900	-0,283	0,004	0,1950	0,283	-0,117		
2,43	-0,1940	-0,271	0,043	0,1990	0,269	-0,395		
2,44	-0,1970	-0,273	-0,395	0,2020	0,265	-0,143		
2,45	-0,2010	-0,290	-0,304	0,2060	0,265	0,143		
2,47	-0,2050	-0,290	0,269	0,2090	0,269	0,395		
2,48	-0,2090	-0,273	0,247	0,2130	0,283	0,117		
2,49	-0,2120	-0,273	-0,421	0,2170	0,271	-0,130		
2,51	-0,2160	-0,292	-0,629	0,2200	0,271	0,161		
2,52	-0,2200	-0,298	-0,234	0,2240	0,283	0,000		
2,53	-0,2240	-0,298	0,234	0,2280	0,271	-0,161		
2,55	-0,2280	-0,292	0,625	0,2310	0,271	0,130		
2,56	-0,2320	-0,273	0,395	0,2350	0,283	-0,117		
2,57	-0,2350	-0,273	-0,365	0,2390	0,269	-0,395		
2,59	-0,2390	-0,292	-0,503	0,2420	0,265	-0,143		
2,60	-0,2430	-0,296	0,030	0,2460	0,265	0,143		
2,61	-0,2470	-0,292	0,655	0,2490	0,269	0,395		
2,63	-0,2510	-0,271	0,751	0,2530	0,283	0,117		
2,64	-0,2540	-0,265	0,286	0,2570	0,271	-0,135		
2,65	-0,2580	-0,265	-0,113	0,2600	0,271	0,130		
2,67	-0,2610	-0,269	-0,395	0,2640	0,283	-0,148		
2,68	-0,2650	-0,283	-0,148	0,2680	0,269	-0,538		
2,69	-0,2690	-0,271	-0,017	0,2710	0,263	-0,499		
2,71	-0,2720	-0,273	-0,543	0,2750	0,256	-0,395		
2,72	-0,2760	-0,292	-0,655	0,2780	0,244	0,234		
2,73	-0,2800	-0,298	-0,239	0,2810	0,263	0,786		
2,75	-0,2840	-0,298	0,234	0,2850	0,281	0,260		
2,76	-0,2880	-0,292	0,629	0,2890	0,269	-0,273		
2,77	-0,2920	-0,273	0,421	0,2920	0,265	-0,234		
2,79	-0,2950	-0,273	-0,243	0,2960	0,263	-0,117		
2,80	-0,2990	-0,290	-0,243	0,2990	0,263	-0,026		
2,81	-0,3030	-0,290	0,421	0,3030	0,263	-0,004		
2,83	-0,3070	-0,271	0,634	0,3060	0,263	0,000		
2,84	-0,3100	-0,265	0,260	0,3100	0,263	-0,000		
2,85	-0,3140	-0,265	-0,117	0,3130	0,263	-0,000		
2,87	-0,3170	-0,269	-0,395	0,3170	0,263	0,000		
2,88	-0,3210	-0,283	-0,143	0,3200	0,263	0,000		
2,89	-0,3250	-0,271	0,013	0,3240	0,263	0,000		
2,91	-0,3280	-0,273	-0,399	0,3270	0,263	-0,000		
2,92	-0,3320	-0,290	-0,304	0,3310	0,263	-0,000		
2,93	-0,3360	-0,290	0,273	0,3340	0,263	0,000		
2,95	-0,3400	-0,273	0,278	0,3380	0,263	0,000		
2,96	-0,3430	-0,273	-0,273	0,3410	0,263	-0,000		
2,97	-0,3470	-0,290	-0,247	0,3450	0,263	-0,004		
2,99	-0,3510	-0,290	0,425	0,3480	0,263	-0,026		
3,00	-0,3550	-0,271	0,660	0,3520	0,263	-0,122		
3,01	-0,3580	-0,265	0,378	0,3550	0,260	-0,260		
3,03	-0,3620	-0,263	0,117	0,3590	0,256	-0,395		
3,04	-0,3650	-0,263	-0,117	0,3620	0,242	0,000		
3,05	-0,3690	-0,265	-0,378	0,3650	0,256	0,395		
3,07	-0,3720	-0,271	-0,660	0,3690	0,260	0,256		
3,08	-0,3760	-0,290	-0,421	0,3720	0,263	0,095		
3,09	-0,3800	-0,290	0,273	0,3760	0,263	-0,095		
3,11	-0,3840	-0,273	0,395	0,3790	0,260	-0,260		
3,12	-0,3870	-0,271	-0,013	0,3830	0,256	-0,425		
3,13	-0,3910	-0,283	0,148	0,3860	0,242	-0,152		
3,15	-0,3950	-0,269	0,425	0,3890	0,254	-0,022		
3,16	-0,3980	-0,265	0,265	0,3930	0,252	-0,586		
3,17	-0,4020	-0,263	0,135	0,3960	0,233	-0,916		
3,19	-0,4050	-0,263	0,122	0,3990	0,225	-1,250		
3,20	-0,4090	-0,263	0,490	0,4020	0,213	-2,587		
3,21	-0,4120	-0,256	1,393	0,4050	0,171	-5,143		
3,23	-0,4160	-0,235	2,865	0,4070	0,085	-8,408		
3,24	-0,4190	-0,167	3,381	0,4080	-0,058	-11,034		
3,25	-0,4200	-0,125	2,457	0,4060	-0,242	-11,038		
3,27	-0,4220	-0,106	1,675	0,4010	-0,385	-8,434		
3,28	-0,4230	-0,083	1,055	0,3950	-0,471	-5,261		
3,29	-0,4240	-0,077	0,482	0,3880	-0,515	-2,826		
3,31	-0,4250	-0,075	0,273	0,3810	-0,531	-1,554		
3,32	-0,4260	-0,073	0,269	0,3740	-0,552	-0,803		
3,33	-0,4270	-0,069	0,308	0,3660	-0,554	-0,178		
3,35	-0,4280	-0,056	-0,113	0,3590	-0,544	-0,417		
3,36	-0,4280	-0,073	-0,408	0,3520	-0,563	-0,820		
3,37	-0,4300	-0,085	0,395	0,3440	-0,581	-0,265		
3,39	-0,4310	-0,054	0,668	0,3360	-0,569	0,273		
3,40	-0,4310	-0,050	-0,156	0,3290	-0,565	0,234		
3,41	-0,4320	-0,067	-0,508	0,3210	-0,563	0,122		
3,43	-0,4330	-0,073	-0,208	0,3140	-0,563	0,052		
3,44	-0,4340	-0,073	0,239	0,3060	-0,563	0,122		
3,45	-0,4350	-0,067	0,625	0,2990	-0,560	0,234		
3,47	-0,4360	-0,048	0,395	0,2910	-0,556	0,273		
3,48	-0,4360	-0,048	-0,365	0,2840	-0,544	-0,260		
3,49	-0,4370	-0,067	-0,508	0,2770	-0,563	-0,786		
3,51	-0,4380	-0,071	0,000	0,2690	-0,581	-0,234		
3,52	-0,4390	-0,067	0,508	0,2610	-0,569	0,395		
3,53	-0,4400	-0,048	0,369	0,2540	-0,563	0,495		
3,55	-0,4400	-0,048	-0,369	0,2460	-0,556	0,512		
3,56	-0,4410	-0,067	-0,508	0,2390	-0,542	0,026		
3,57	-0,4420	-0,071	-0,000	0,2320	-0,556	-0,391		
3,59	-0,4430	-0,067	0,508	0,2240	-0,560	-0,256		
3,60	-0,4440	-0,048	0,369	0,2170	-0,563	-0,095		
3,61	-0,4440	-0,048	-0,369	0,2090	-0,563	0,095		
3,63	-0,4450	-0,067	-0,508	0,2020	-0,560	0,256		
3,64	-0,4460	-0,071	0,000	0,1940	-0,556	0,395		
3,65	-0,4470	-0,067	0,508	0,1870	-0,542	0,004		
3,67	-0,4480	-0,048	0,369	0,1800	-0,556	-0,365		
3,68	-0,4480	-0,048	-0,369	0,1720	-0,560	-0,113		
3,69	-0,4490	-0,067	-0,508	0,1650	-0,560	0,260		
3,71	-0,4500	-0,071	0,000	0,1570	-0,554	0,629		
3,72	-0,4510	-0,067	0,508	0,1500	-0,535	0,391		
3,73	-0,4520	-0,048	0,369	0,1430	-0,535	-0,391		
3,75	-0,4520	-0,048	-0,369	0,1360	-0,554	-0,625		
3,76	-0,4530	-0,067	-0,508	0,1280	-0,560	-0,234		
3,77	-0,4540	-0,071	0,000	0,1210	-0,560	0,234		
3,79	-0,4550	-0,067	0,512	0,1130	-0,554	0,625		
3,80	-0,4560	-0,048	0,395	0,1060	-0,535	0,391		
3,81	-0,4560	-0,048	-0,247	0,0990	-0,535	-0,391		
3,83	-0,4570	-0,065	-0,243	0,0920	-0,554	-0,625		
3,84	-0,4580	-0,065	0,421	0,0840	-0,560	-0,230		
3,85	-0,4590	-0,046	0,629	0,0770	-0,560	0,260		
3,87	-0,4590	-0,040	0,230	0,0690	-0,554	0,747		
3,88	-0,4600	-0,040	-0,260	0,0620	-0,533	0,655		
3,89	-0,4600	-0,046	-0,742	0,0550	-0,529	0,030		
3,91	-0,4610	-0,067	-0,625	0,0480	-0,533	-0,508		
3,92	-0,4620	-0,071	0,117	0,0410	-0,552	-0,391		
3,93	-0,4630	-0,065	0,885	0,0330	-0,552	0,308		
3,95	-0,4640	-0,040	1,024	0,0260	-0,535	0,634		
3,96	-0,4640	-0,021	0,026	0,0190	-0,533	1,241		
3,97	-0,4640	-0,040	-0,898	0,0120	-0,531	4,006		
3,99	-0,4650	-0,063	-0,625	0,0040	-0,460	8,855		
4,00	-0,4660	-0,065	0,273	-0,0020	-0,269	11,585		
4,01	-0,4670	-0,046	0,599	-0,0030	-0,085	9,462		
4,03	-0,4670	-0,040	0,230	-0,0030	0,008	5,152		
4,04	-0,4680	-0,040	-0,234	-0,0020	0,033	1,832		
4,05	-0,4680	-0,046	-0,625	-0,0020	0,035	0,252		
4,07	-0,4690	-0,065	-0,391	-0,0010	0,031	-0,334		
4,08	-0,4700	-0,065	0,391	-0,0010	0,017	-0,113		
4,09	-0,4710	-0,046	0,625	-0,0010	0,029	0,130		
4,11	-0,4710	-0,040	0,234	0,0000	0,029	-0,161		
4,12	-0,4720	-0,040	-0,234	0,0000	0,017	0,000		
4,13	-0,4720	-0,046	-0,625	0,0000	0,029	0,156		
4,15	-0,4730	-0,065	-0,391	0,0010	0,029	-0,156		
4,16	-0,4740	-0,065	0,391	0,0010	0,017	0,000		
4,17	-0,4750	-0,046	0,625	0,0010	0,029	0,161		
4,19	-0,4750	-0,040	0,234	0,0020	0,029	-0,130		
4,20	-0,4760	-0,040	-0,234	0,0020	0,017	0,117		
4,21	-0,4760	-0,046	-0,625	0,0020	0,031	0,391		
4,23	-0,4770	-0,065	-0,386	0,0030	0,035	0,117		
4,24	-0,4780	-0,065	0,421	0,0030	0,035	-0,260		
4,25	-0,4790	-0,046	0,773	0,0040	0,029	-0,634		
4,27	-0,4790	-0,038	0,612	0,0040	0,010	-0,421		
4,28	-0,4800	-0,031	0,395	0,0040	0,010	0,247		
4,29	-0,4800	-0,019	-0,352	0,0040	0,027	0,273		
4,31	-0,4800	-0,040	-1,046	0,0050	0,027	-0,273		
4,32	-0,4810	-0,063	-0,655	0,0050	0,010	-0,247		
4,33	-0,4820	-0,065	0,269	0,0050	0,010	0,421		
4,35	-0,4830	-0,046	0,603	0,0050	0,029	0,634		
4,36	-0,4830	-0,040	0,256	0,0060	0,035	0,260		
4,37	-0,4840	-0,040	-0,113	0,0060	0,035	-0,117		
4,39	-0,4840	-0,044	-0,365	0,0070	0,031	-0,395		
4,40	-0,4850	-0,058	0,004	0,0070	0,017	-0,143		
4,41	-0,4860	-0,044	0,395	0,0070	0,029	0,013		
4,43	-0,4860	-0,040	0,256	0,0080	0,027	-0,399		
4,44	-0,4870	-0,038	0,091	0,0080	0,010	-0,304		
4,45	-0,4870	-0,038	-0,122	0,0080	0,010	0,273		
4,47	-0,4880	-0,040	-0,378	0,0080	0,027	0,278		
4,48	-0,4880	-0,046	-0,655	0,0090	0,027	-0,278		
4,49	-0,4890	-0,065	-0,391	0,0090	0,010	-0,273		
4,51	-0,4900	-0,065	0,421	0,0090	0,010	0,304		
4,52	-0,4910	-0,046	0,773	0,0090	0,027	0,395		
4,53	-0,4910	-0,038	0,616	0,0100	0,029	-0,039		
4,55	-0,4920	-0,031	0,421	0,0100	0,017	0,026		
4,56	-0,4920	-0,019	-0,230	0,0100	0,029	0,161		
4,57	-0,4920	-0,038	-0,786	0,0110	0,029	-0,161		
4,59	-0,4930	-0,056	-0,260	0,0110	0,017	-0,030		
4,60	-0,4940	-0,044	0,273	0,0110	0,029	0,013		
4,61	-0,4940	-0,040	0,234	0,0120	0,027	-0,512		
4,63	-0,4950	-0,038	0,117	0,0120	0,008	-0,538		
4,64	-0,4950	-0,038	0,022	0,0120	0,004	-0,004		
4,65	-0,4960	-0,038	-0,022	0,0120	0,008	0,508		
4,67	-0,4960	-0,038	-0,122	0,0120	0,027	0,369		
4,68	-0,4970	-0,040	-0,260	0,0130	0,027	-0,369		
4,69	-0,4970	-0,044	-0,391	0,0130	0,008	-0,508		
4,71	-0,4980	-0,058	0,026	0,0130	0,004	0,004		
4,72	-0,4990	-0,044	0,512	0,0130	0,008	0,538		
4,73	-0,4990	-0,038	0,490	0,0130	0,027	0,512		
4,75	-0,5000	-0,031	0,369	0,0140	0,029	-0,017		
4,76	-0,5000	-0,019	-0,352	0,0140	0,017	0,004		
4,77	-0,5000	-0,040	-1,020	0,0140	0,029	0,043		
4,79	-0,5010	-0,063	-0,534	0,0150	0,027	-0,395		
4,80	-0,5020	-0,063	0,538	0,0150	0,010	-0,304		
4,81	-0,5030	-0,040	1,050	0,0150	0,010	0,269		
4,83	-0,5030	-0,019	0,495	0,0150	0,027	0,252		
4,84	-0,5030	-0,029	-0,013	0,0160	0,027	-0,395		
4,85	-0,5040	-0,029	0,043	0,0160	0,008	-0,512		
4,87	-0,5040	-0,019	-0,378	0,0160	0,004	0,000		
4,88	-0,5040	-0,038	-0,816	0,0160	0,008	0,508		
4,89	-0,5050	-0,056	-0,265	0,0160	0,027	0,365		
4,91	-0,5060	-0,044	0,278	0,0170	0,027	-0,399		
4,92	-0,5060	-0,040	0,260	0,0170	0,008	-0,651		
4,93	-0,5070	-0,038	0,237	0,0170	0,002	-0,351		
4,95	-0,5070	-0,035	0,277	0,0170	0,000	0,009		
4,96	-0,5080	-0,031	0,332	0,0170	0,002	0,435		
4,97	-0,5080	-0,018	-0,198	0,0170	0,009	0,996		
4,99	-0,5080	-0,033	-0,937	0,0170	0,030	1,455		
5,00	-0,5090	-0,054	-1,335	0,0180	0,054	1,683		
